Date,Open,High,Low,Close,Volume
2025-07-07 09:15:00,56938.7,57071.2,56868.7,56962.25,0
2025-07-07 09:30:00,56963.05,57044.65,56955.35,56966.4,0
2025-07-07 09:45:00,56967.85,56988.2,56900.75,56955.95,0
2025-07-07 10:00:00,56956.1,56976.25,56854.05,56919.35,0
2025-07-07 10:15:00,56920.25,56980.55,56896.1,56904.4,0
2025-07-07 10:30:00,56901.05,56987.55,56896.95,56968.85,0
2025-07-07 10:45:00,56973.2,57122.2,56967.2,57100.45,0
2025-07-07 11:00:00,57106.4,57152.2,57004.3,57021.7,0
2025-07-07 11:15:00,57028.4,57042.6,56962.35,56970.3,0
2025-07-07 11:30:00,56967.6,57004.85,56947.55,56990.05,0
2025-07-07 11:45:00,56990.65,56990.65,56932.6,56954.2,0
2025-07-07 12:00:00,56955.05,56968.65,56899.9,56909.95,0
2025-07-07 12:15:00,56911.15,56965.0,56881.3,56949.3,0
2025-07-07 12:30:00,56949.75,56969.8,56933.8,56967.9,0
2025-07-07 12:45:00,56965.05,56968.95,56848.75,56871.75,0
2025-07-07 13:00:00,56862.6,56985.2,56838.55,56950.65,0
2025-07-07 13:15:00,56947.35,56971.85,56925.55,56941.05,0
2025-07-07 13:30:00,56936.8,56952.85,56909.3,56935.35,0
2025-07-07 13:45:00,56935.85,56978.45,56910.85,56955.8,0
2025-07-07 14:00:00,56960.05,57029.5,56949.35,56965.95,0
2025-07-07 14:15:00,56975.45,56986.7,56944.2,56950.9,0
2025-07-07 14:30:00,56948.3,56961.3,56864.1,56878.15,0
2025-07-07 14:45:00,56884.35,56921.15,56856.1,56912.25,0
2025-07-07 15:00:00,56910.2,56977.4,56908.1,56947.1,0
2025-07-07 15:15:00,56947.1,56965.35,56913.35,56918.5,0
2025-07-08 09:15:00,56942.55,57185.45,56923.05,57117.7,0
2025-07-08 09:30:00,57120.2,57209.3,57118.75,57194.6,0
2025-07-08 09:45:00,57197.1,57258.1,57116.4,57123.25,0
2025-07-08 10:00:00,57123.9,57154.15,57096.95,57146.8,0
2025-07-08 10:15:00,57147.0,57206.85,57139.1,57195.35,0
2025-07-08 10:30:00,57194.0,57220.5,57167.55,57195.45,0
2025-07-08 10:45:00,57195.75,57210.35,57110.35,57164.65,0
2025-07-08 11:00:00,57160.6,57178.15,57077.1,57087.5,0
2025-07-08 11:15:00,57087.4,57136.25,57060.7,57136.25,0
2025-07-08 11:30:00,57135.7,57162.0,57089.9,57107.55,0
2025-07-08 11:45:00,57106.45,57131.75,57072.5,57117.85,0
2025-07-08 12:00:00,57120.75,57175.8,57099.85,57103.45,0
2025-07-08 12:15:00,57108.7,57166.1,57097.2,57139.4,0
2025-07-08 12:30:00,57136.65,57200.0,57100.25,57139.15,0
2025-07-08 12:45:00,57139.4,57154.65,57101.6,57104.65,0
2025-07-08 13:00:00,57105.1,57159.35,57076.65,57147.9,0
2025-07-08 13:15:00,57146.05,57169.1,57120.65,57145.5,0
2025-07-08 13:30:00,57146.75,57152.6,57098.7,57134.7,0
2025-07-08 13:45:00,57135.1,57158.3,57109.5,57119.3,0
2025-07-08 14:00:00,57120.55,57140.25,57074.3,57094.3,0
2025-07-08 14:15:00,57094.55,57120.95,57081.55,57097.1,0
2025-07-08 14:30:00,57097.05,57137.45,57092.7,57102.8,0
2025-07-08 14:45:00,57105.8,57194.45,57082.2,57182.45,0
2025-07-08 15:00:00,57187.25,57293.45,57172.8,57271.35,0
2025-07-08 15:15:00,57272.1,57303.3,57220.6,57240.85,0
2025-07-09 09:15:00,57199.75,57233.45,57037.9,57085.3,0
2025-07-09 09:30:00,57085.05,57102.0,57055.3,57066.75,0
2025-07-09 09:45:00,57055.85,57160.15,57047.75,57149.25,0
2025-07-09 10:00:00,57150.3,57200.15,57098.55,57193.85,0
2025-07-09 10:15:00,57193.95,57217.9,57140.5,57140.8,0
2025-07-09 10:30:00,57142.0,57175.0,57127.8,57169.8,0
2025-07-09 10:45:00,57168.65,57192.9,57143.2,57161.3,0
2025-07-09 11:00:00,57157.85,57191.25,57144.55,57186.7,0
2025-07-09 11:15:00,57180.8,57217.0,57158.9,57177.35,0
2025-07-09 11:30:00,57178.6,57193.85,57158.85,57160.2,0
2025-07-09 11:45:00,57160.5,57169.5,57097.2,57130.6,0
2025-07-09 12:00:00,57130.1,57203.05,57115.65,57197.45,0
2025-07-09 12:15:00,57201.9,57246.85,57188.85,57227.6,0
2025-07-09 12:30:00,57227.1,57255.7,57216.2,57220.4,0
2025-07-09 12:45:00,57224.2,57259.55,57185.6,57253.3,0
2025-07-09 13:00:00,57249.0,57270.9,57174.5,57268.45,0
2025-07-09 13:15:00,57267.45,57290.65,57246.45,57255.45,0
2025-07-09 13:30:00,57255.55,57264.8,57222.4,57224.6,0
2025-07-09 13:45:00,57224.0,57237.1,57191.85,57235.45,0
2025-07-09 14:00:00,57233.9,57245.4,57187.0,57212.9,0
2025-07-09 14:15:00,57221.55,57246.85,57202.2,57212.05,0
2025-07-09 14:30:00,57212.25,57230.0,57179.4,57207.25,0
2025-07-09 14:45:00,57206.4,57217.15,57154.5,57170.75,0
2025-07-09 15:00:00,57165.85,57228.5,57165.85,57218.0,0
2025-07-09 15:15:00,57218.0,57230.7,57170.05,57171.6,0
2025-07-10 09:15:00,57339.75,57363.7,57222.75,57251.8,0
2025-07-10 09:30:00,57249.2,57264.85,57170.15,57198.95,0
2025-07-10 09:45:00,57198.0,57233.7,57152.8,57200.55,0
2025-07-10 10:00:00,57200.55,57235.0,57160.95,57184.65,0
2025-07-10 10:15:00,57180.7,57272.7,57133.85,57257.8,0
2025-07-10 10:30:00,57257.4,57280.1,57231.4,57240.35,0
2025-07-10 10:45:00,57238.65,57272.15,57160.45,57167.55,0
2025-07-10 11:00:00,57164.3,57205.6,57116.45,57187.15,0
2025-07-10 11:15:00,57187.1,57194.05,57083.2,57111.7,0
2025-07-10 11:30:00,57110.3,57132.3,57091.05,57098.15,0
2025-07-10 11:45:00,57093.75,57130.65,57080.05,57084.4,0
2025-07-10 12:00:00,57081.15,57084.95,57023.85,57058.9,0
2025-07-10 12:15:00,57058.5,57148.75,57039.7,57145.9,0
2025-07-10 12:30:00,57143.8,57203.35,57113.7,57123.5,0
2025-07-10 12:45:00,57123.3,57154.4,57086.0,57120.8,0
2025-07-10 13:00:00,57126.7,57128.1,57061.05,57074.3,0
2025-07-10 13:15:00,57075.75,57120.15,57066.9,57101.85,0
2025-07-10 13:30:00,57100.55,57116.6,57016.25,57025.85,0
2025-07-10 13:45:00,57023.05,57067.25,56993.85,57053.4,0
2025-07-10 14:00:00,57053.7,57172.55,57042.2,57098.65,0
2025-07-10 14:15:00,57097.4,57150.5,57091.8,57138.1,0
2025-07-10 14:30:00,57137.8,57143.25,57069.35,57086.5,0
2025-07-10 14:45:00,57085.95,57092.35,57013.35,57014.65,0
2025-07-10 15:00:00,57012.35,57057.2,56976.5,57002.25,0
2025-07-10 15:15:00,57002.25,57046.65,56886.6,56956.95,0
2025-07-11 09:15:00,56843.45,57091.05,56841.9,57066.9,0
2025-07-11 09:30:00,57066.9,57077.35,57003.5,57019.05,0
2025-07-11 09:45:00,57019.5,57020.8,56923.65,56931.35,0
2025-07-11 10:00:00,56933.0,56934.05,56807.35,56814.6,0
2025-07-11 10:15:00,56814.55,56823.15,56742.3,56755.2,0
2025-07-11 10:30:00,56752.4,56765.75,56706.1,56719.3,0
2025-07-11 10:45:00,56718.25,56759.4,56681.35,56700.6,0
2025-07-11 11:00:00,56705.45,56767.05,56645.35,56689.35,0
2025-07-11 11:15:00,56689.0,56703.85,56656.1,56681.45,0
2025-07-11 11:30:00,56681.45,56736.2,56680.75,56691.05,0
2025-07-11 11:45:00,56694.5,56709.8,56647.15,56653.45,0
2025-07-11 12:00:00,56654.25,56668.35,56607.75,56661.25,0
2025-07-11 12:15:00,56660.15,56695.3,56639.45,56677.2,0
2025-07-11 12:30:00,56676.7,56837.95,56672.95,56789.75,0
2025-07-11 12:45:00,56788.5,56802.7,56751.0,56778.05,0
2025-07-11 13:00:00,56777.35,56794.55,56703.35,56734.05,0
2025-07-11 13:15:00,56733.95,56749.2,56711.05,56715.45,0
2025-07-11 13:30:00,56715.2,56733.2,56679.45,56700.65,0
